ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS
7482	Xiamen	喜	h.i.⁵¹	h.i.⁵¹	h i ⁵¹
7483	Chaozhou	喜	h.i.⁵³	h.i.⁵³	h i ⁵³
7484	Fuzhou	喜	x.i.³¹	x.i.³¹	x i ³¹
7485	Shanghai	喜	ɕ.i.³⁵/⁵⁵	ɕ.i.³⁵/⁵⁵	ɕ i ³⁵/⁵⁵
7486	Zhongyuan_Yinyun	喜	x.i.S	x.i.S	x i S/³⁵
7505	Beijing	喪	s.a.ŋ.⁵⁵	s.a.ŋ.⁵⁵	s a ŋ ⁵⁵
7506	Jinan	喪	s.a.ŋ.²¹³	s.a.ŋ.²¹³	s a ŋ ²¹³
7507	Xi_an	喪	s.a.ŋ.²¹	s.a.ŋ.²¹	s a ŋ ²¹
7508	Taiyuan	喪	s.ɒː ¹¹	s.ɒː ¹¹	s ɒː ¹¹
7509	Hankou	喪	s.a.ŋ.⁵⁵	s.a.ŋ.⁵⁵	s a ŋ ⁵⁵
7510	Chengdu	喪	s.a.ŋ.⁴⁴	s.a.ŋ.⁴⁴	s a ŋ ⁴⁴
7511	Yangzhou	喪	s.ɑ.ŋ.²¹	s.ɑ.ŋ.²¹	s ɑ ŋ ²¹
7512	Suzhou	喪	s.ɒ.ŋ.⁴⁴	s.ɒ.ŋ.⁴⁴	s ɒ ŋ ⁴⁴
7513	Wenzhou	喪	s.ɔ.⁴⁴	s.ɔ.⁴⁴	s ɔ ⁴⁴
7514	Changsha	喪	s.a.n.³³	s.a.n.³³	s a n ³³
7515	Shuangfeng	喪	s.a.ŋ.⁵⁵	s.a.ŋ.⁵⁵	s a ŋ ⁵⁵
7516	Nanchang	喪	s.ɔ.ŋ.⁴²	s.ɔ.ŋ.⁴²	s ɔ ŋ ⁴²
7517	Meixian	喪	s.ɔ.ŋ.⁴⁴	s.ɔ.ŋ.⁴⁴	s ɔ ŋ ⁴⁴
7518	Guangzhou	喪	s.ɔ.ŋ.⁵³/⁵⁵	s.ɔ.ŋ.⁵³/⁵⁵	s ɔ ŋ ⁵³/⁵⁵
7519	Xiamen	喪	s.ɔ.ŋ.⁵⁵	s.ɔ.ŋ.⁵⁵	s ɔ ŋ ⁵⁵
7520	Chaozhou	喪	s.ɯ.ŋ.³³	s.ɯ.ŋ.³³	s ɯ ŋ ³³
7521	Fuzhou	喪	s.o.u.ŋ.⁴⁴	s.o.u.ŋ.⁴⁴	s ou ŋ ⁴⁴
7522	Shanghai	喪	s.ɒː ⁵³	s.ɒː ⁵³	s ɒː ⁵³
7523	Zhongyuan_Yinyun	喪	s.a.ŋ.P	s.a.ŋ.P	s a ŋ P/⁵⁵
7524	Beijing	喪	s.a.ŋ.⁵¹	s.a.ŋ.⁵¹	s a ŋ ⁵¹
7525	Jinan	喪	s.a.ŋ.²¹	s.a.ŋ.²¹	s a ŋ ²¹
7526	Xi_an	喪	s.a.ŋ.⁵⁵	s.a.ŋ.⁵⁵	s a ŋ ⁵⁵
7527	Taiyuan	喪	s.ɒː ⁴⁵	s.ɒː ⁴⁵	s ɒː ⁴⁵
7528	Hankou	喪	s.a.ŋ.³⁵	s.a.ŋ.³⁵	s a ŋ ³⁵
7529	Chengdu	喪	s.a.ŋ.¹³	s.a.ŋ.¹³	s a ŋ ¹³
7530	Yangzhou	喪	s.ɑ.ŋ.⁵⁵	s.ɑ.ŋ.⁵⁵	s ɑ ŋ ⁵⁵
7531	Suzhou	喪	s.ɒ.ŋ.⁴¹²	s.ɒ.ŋ.⁴¹²	s ɒ ŋ ⁴¹²
7532	Wenzhou	喪	s.ɔ.⁴²	s.ɔ.⁴²	s ɔ ⁴²
7533	Changsha	喪	s.a.n.⁵⁵	s.a.n.⁵⁵	s a n ⁵⁵
7534	Shuangfeng	喪	s.a.ŋ.³⁵	s.a.ŋ.³⁵	s a ŋ ³⁵
7535	Nanchang	喪	s.ɔ.ŋ.⁴⁵	s.ɔ.ŋ.⁴⁵	s ɔ ŋ ⁴⁵
7536	Meixian	喪	s.ɔ.ŋ.⁵²	s.ɔ.ŋ.⁵²	s ɔ ŋ ⁵²
7537	Xiamen	喪	s.ɔ.ŋ.¹¹	s.ɔ.ŋ.¹¹	s ɔ ŋ ¹¹
7538	Chaozhou	喪	s.a.ŋ.²¹³	s.a.ŋ.²¹³	s a ŋ ²¹³
7539	Fuzhou	喪	s.a.u.ŋ.²¹³	s.a.u.ŋ.²¹³	s au ŋ ²¹³
7540	Shanghai	喪	s.ɒː ⁵³	s.ɒː ⁵³	s ɒː ⁵³
7541	Zhongyuan_Yinyun	喪	s.a.ŋ.Q	s.a.ŋ.Q	s a ŋ Q/⁵¹
7542	Guangzhou	喪	s.ɔ.ŋ.³³	s.ɔ.ŋ.³³	s ɔ ŋ ³³
7543	Beijing	喬	ʨʰ.i.a.u.³⁵	ʨʰ.i.a.u.³⁵	tɕʰ i/j au ³⁵
7544	Jinan	喬	ʨʰ.i.ɔ.⁴²	ʨʰ.i.ɔ.⁴²	tɕʰ i/j ɔ ⁴²
7545	Xi_an	喬	ʨʰ.i.a.u.²⁴	ʨʰ.i.a.u.²⁴	tɕʰ i/j au ²⁴
7546	Taiyuan	喬	ʨʰ.i.a.u.¹¹	ʨʰ.i.a.u.¹¹	tɕʰ i/j au ¹¹
7547	Hankou	喬	ʨʰ.i.a.u.²¹³	ʨʰ.i.a.u.²¹³	tɕʰ i/j au ²¹³
7548	Chengdu	喬	ʨʰ.i.a.u.³¹	ʨʰ.i.a.u.³¹	tɕʰ i/j au ³¹
7549	Yangzhou	喬	ʨ.i.ɔ.³⁴	ʨ.i.ɔ.³⁴	tɕ i/j ɔ ³⁴
7550	Suzhou	喬	ʥ.i.æ.²⁴	ʥ.i.æ.²⁴	dʑ i/j æ ²⁴
7551	Wenzhou	喬	ʥ.i.ɛ.³¹	ʥ.i.ɛ.³¹	dʑ i/j ɛ ³¹
7552	Changsha	喬	ʨ.i.a.u.¹³	ʨ.i.a.u.¹³	tɕ i/j au ¹³
7553	Shuangfeng	喬	ʥ.i.ə.²³	ʥ.i.ə.²³	dʑ i/j ə ²³
7554	Nanchang	喬	ʨʰ.i.ɛ.u.²⁴	ʨʰ.i.ɛ.u.²⁴	tɕʰ i/j ɛu ²⁴
7555	Meixian	喬	kʰ.i.a.u.¹¹	kʰ.i.a.u.¹¹	kʰ i/j au ¹¹
7556	Guangzhou	喬	kʰ.i.u.²¹	kʰ.i.u.²¹	kʰ i/j u ²¹
7557	Xiamen	喬	k.i.a.u.²⁴	k.i.a.u.²⁴	k i/j au ²⁴
7558	Chaozhou	喬	kʰ.i.ə.u.⁵⁵	kʰ.i.ə.u.⁵⁵	kʰ i/j əu ⁵⁵
7559	Fuzhou	喬	k.i.e.u.⁵²	k.i.e.u.⁵²	k i/j eu ⁵²
7560	Shanghai	喬	ʨ.i.ɔ.¹³	ʨ.i.ɔ.¹³	tɕ i/j ɔ ¹³
7561	Zhongyuan_Yinyun	喬	kʰ.i.a.u.P²	kʰ.i.a.u.P²	kʰ i/j au P²/⁵⁵
7562	Beijing	單	t.a.n.⁵⁵	t.a.n.⁵⁵	t a n ⁵⁵
7563	Jinan	單	t.aː ²¹³	t.aː ²¹³	t aː ²¹³
7564	Xi_an	單	t.aː ²¹	t.aː ²¹	t aː ²¹
7565	Taiyuan	單	t.æː ¹¹	t.æː ¹¹	t æː ¹¹
7566	Hankou	單	t.a.n.⁵⁵	t.a.n.⁵⁵	t a n ⁵⁵
7567	Chengdu	單	t.a.n.⁴⁴	t.a.n.⁴⁴	t a n ⁴⁴
7568	Yangzhou	單	t.ɛː ²¹	t.ɛː ²¹	t ɛː ²¹
7569	Suzhou	單	t.E.⁴⁴	t.E.⁴⁴	t ᴇ/ɛ ⁴⁴
7570	Wenzhou	單	t.a.⁴⁴	t.a.⁴⁴	t a ⁴⁴
7571	Changsha	單	t.a.n.³³	t.a.n.³³	t a n ³³
7572	Shuangfeng	單	t.aː ⁵⁵	t.aː ⁵⁵	t aː ⁵⁵
7573	Nanchang	單	t.a.n.⁴²	t.a.n.⁴²	t a n ⁴²
7574	Meixian	單	t.a.n.⁴⁴	t.a.n.⁴⁴	t a n ⁴⁴
7575	Guangzhou	單	t.a:.n.⁵³/⁵⁵	t.a:.n.⁵³/⁵⁵	t aː n ⁵³/⁵⁵
7576	Xiamen	單	t.a.n.⁵⁵	t.a.n.⁵⁵	t a n ⁵⁵
7577	Xiamen	單	t.u.aː ⁵⁵	t.u.aː ⁵⁵	t uaː ⁵⁵
7578	Chaozhou	單	t.u.aː ³³	t.u.aː ³³	t uaː ³³
7579	Fuzhou	單	t.a.ŋ.⁴⁴	t.a.ŋ.⁴⁴	t a ŋ ⁴⁴
7580	Shanghai	單	t.E.⁵³	t.E.⁵³	t ᴇ/ɛ ⁵³
7581	Zhongyuan_Yinyun	單	t.a.n.P	t.a.n.P	t a n P/⁵⁵
7487	Beijing	喻	.y.⁵¹	.y.⁵¹	y ⁵¹
7488	Jinan	喻	.y.²¹	.y.²¹	y ²¹
7489	Xi_an	喻	.y.⁵⁵	.y.⁵⁵	y ⁵⁵
7490	Taiyuan	喻	.y.⁴⁵	.y.⁴⁵	y ⁴⁵
7491	Hankou	喻	.y.³⁵	.y.³⁵	y ³⁵
7492	Chengdu	喻	.y.¹³	.y.¹³	y ¹³
7493	Yangzhou	喻	.y.⁵⁵	.y.⁵⁵	y ⁵⁵
7494	Suzhou	喻	.y.³¹	.y.³¹	y ³¹
7495	Wenzhou	喻	ɦ.u.²²	ɦ.u.²²	ɦ u ²²
7496	Changsha	喻	.y.⁵⁵	.y.⁵⁵	y ⁵⁵
7497	Shuangfeng	喻	.y.²³	.y.²³	y ²³
7498	Nanchang	喻	.y.²¹	.y.²¹	y ²¹
7499	Meixian	喻	j.i.⁵²	j.i.⁵²	j i ⁵²
7500	Guangzhou	喻	j.y.²²	j.y.²²	j y ²²
7501	Xiamen	喻	l.u.³³	l.u.³³	l u ³³
7502	Chaozhou	喻	z.u.³⁵	z.u.³⁵	z u ³⁵
7503	Fuzhou	喻	.y.²⁴²	.y.²⁴²	y ²⁴²
7504	Shanghai	喻	.y.¹³	.y.¹³	y ¹³
7582	Beijing	嗇	s.ɤ.⁵¹	s.ɤ.⁵¹	s ɤ ⁵¹
7583	Jinan	嗇	ʂ.e.i.²¹³	ʂ.e.i.²¹³	ʂ ei ²¹³
7584	Xi_an	嗇	s.e.i.²¹	s.e.i.²¹	s ei ²¹
7585	Taiyuan	嗇	s.ə.ʔ.²	s.ə.ʔ.²	s ə ʔ ²
7586	Hankou	嗇	s.ɤ.²¹³	s.ɤ.²¹³	s ɤ ²¹³
7587	Chengdu	嗇	s.e.³¹	s.e.³¹	s e ³¹
7588	Yangzhou	嗇	s.ə.ʔ.⁴	s.ə.ʔ.⁴	s ə ʔ ⁴
7589	Suzhou	嗇	s.ɤ.ʔ.⁴	s.ɤ.ʔ.⁴	s ɤ ʔ ⁴
7590	Changsha	嗇	s.ɤ.²⁴	s.ɤ.²⁴	s ɤ ²⁴
7591	Shuangfeng	嗇	ɕ.i.ɛ.²³	ɕ.i.ɛ.²³	ɕ i/j ɛ ²³
7592	Nanchang	嗇	s.ɛ.t.⁵	s.ɛ.t.⁵	s ɛ t ⁵
7593	Meixian	嗇	s.ɛ.t.¹	s.ɛ.t.¹	s ɛ t ¹
7594	Guangzhou	嗇	ʃ.ɪ.k.⁵	ʃ.ɪ.k.⁵	ʃ ɪ k ⁵
7595	Xiamen	嗇	s.ɪ.k.³²	s.ɪ.k.³²	s ɪ k ³²
7596	Chaozhou	嗇	s.e.k.²¹	s.e.k.²¹	s e k ²¹
7597	Fuzhou	嗇	s.a.i.ʔ.²³	s.a.i.ʔ.²³	s ai ʔ ²³
7617	Beijing	嗉	s.u.⁵¹	s.u.⁵¹	s u ⁵¹
7618	Jinan	嗉	s.u.²¹	s.u.²¹	s u ²¹
7619	Xi_an	嗉	s.o.u.⁵⁵	s.o.u.⁵⁵	s ou ⁵⁵
7620	Taiyuan	嗉	s.u.⁴⁵	s.u.⁴⁵	s u ⁴⁵
7621	Hankou	嗉	s.o.u.³⁵	s.o.u.³⁵	s ou ³⁵
7622	Chengdu	嗉	s.u.¹³	s.u.¹³	s u ¹³
7623	Yangzhou	嗉	s.u.⁵⁵	s.u.⁵⁵	s u ⁵⁵
7624	Suzhou	嗉	s.ə.u.⁴¹²	s.ə.u.⁴¹²	s əu ⁴¹²
7625	Wenzhou	嗉	s.ɵ.y.⁴²	s.ɵ.y.⁴²	s ɵy ⁴²
7626	Changsha	嗉	s.ɤ.u.⁵⁵	s.ɤ.u.⁵⁵	s ɤu ⁵⁵
7627	Shuangfeng	嗉	s.ə.u.³⁵	s.ə.u.³⁵	s əu ³⁵
7628	Nanchang	嗉	s.u.⁴⁵	s.u.⁴⁵	s u ⁴⁵
7629	Meixian	嗉	s.ɿ.⁵²	s.ɿ.⁵²	s ɿ ⁵²
7630	Guangzhou	嗉	ʃ.o.u.³³	ʃ.o.u.³³	ʃ ou ³³
7631	Xiamen	嗉	s.ɔ.¹¹	s.ɔ.¹¹	s ɔ ¹¹
7632	Chaozhou	嗉	s.u.²¹³	s.u.²¹³	s u ²¹³
7633	Fuzhou	嗉	s.o.u.²¹³	s.o.u.²¹³	s ou ²¹³
7598	Beijing	嗓	s.a.ŋ.²¹⁴	s.a.ŋ.²¹⁴	s a ŋ ²¹⁴
7599	Jinan	嗓	s.a.ŋ.⁵⁵	s.a.ŋ.⁵⁵	s a ŋ ⁵⁵
7600	Xi_an	嗓	s.a.ŋ.⁵³	s.a.ŋ.⁵³	s a ŋ ⁵³
7601	Taiyuan	嗓	s.ɒː ⁵³	s.ɒː ⁵³	s ɒː ⁵³
7602	Hankou	嗓	s.a.ŋ.⁴²	s.a.ŋ.⁴²	s a ŋ ⁴²
7603	Chengdu	嗓	s.a.ŋ.⁵³	s.a.ŋ.⁵³	s a ŋ ⁵³
7604	Yangzhou	嗓	s.ɑ.ŋ.⁴²	s.ɑ.ŋ.⁴²	s ɑ ŋ ⁴²
7605	Suzhou	嗓	s.ɒ.ŋ.⁵²	s.ɒ.ŋ.⁵²	s ɒ ŋ ⁵²
7606	Wenzhou	嗓	s.ɔ.⁴⁵	s.ɔ.⁴⁵	s ɔ ⁴⁵
7607	Changsha	嗓	s.a.n.⁴¹	s.a.n.⁴¹	s a n ⁴¹
7608	Shuangfeng	嗓	s.a.ŋ.²¹	s.a.ŋ.²¹	s a ŋ ²¹
7609	Nanchang	嗓	s.ɔ.ŋ.²¹³	s.ɔ.ŋ.²¹³	s ɔ ŋ ²¹³
7610	Meixian	嗓	s.ɔ.ŋ.³¹	s.ɔ.ŋ.³¹	s ɔ ŋ ³¹
7611	Guangzhou	嗓	s.ɔ.ŋ.³⁵	s.ɔ.ŋ.³⁵	s ɔ ŋ ³⁵
7612	Xiamen	嗓	s.ɔ.ŋ.⁵¹	s.ɔ.ŋ.⁵¹	s ɔ ŋ ⁵¹
7613	Chaozhou	嗓	s.a.ŋ.²¹³	s.a.ŋ.²¹³	s a ŋ ²¹³
7614	Fuzhou	嗓	s.o.u.ŋ.³¹	s.o.u.ŋ.³¹	s ou ŋ ³¹
7615	Shanghai	嗓	s.ɒː ⁵³	s.ɒː ⁵³	s ɒː ⁵³
7616	Zhongyuan_Yinyun	嗓	s.a.ŋ.S	s.a.ŋ.S	s a ŋ S/³⁵
7634	Beijing	嘉	ʨ.i.a.⁵⁵	ʨ.i.a.⁵⁵	tɕ i/j a ⁵⁵
7635	Jinan	嘉	ʨ.i.a.²¹³	ʨ.i.a.²¹³	tɕ i/j a ²¹³
7636	Xi_an	嘉	ʨ.i.a.²¹	ʨ.i.a.²¹	tɕ i/j a ²¹
7637	Taiyuan	嘉	ʨ.i.a.¹¹	ʨ.i.a.¹¹	tɕ i/j a ¹¹
7638	Hankou	嘉	ʨ.i.a.⁵⁵	ʨ.i.a.⁵⁵	tɕ i/j a ⁵⁵
7639	Chengdu	嘉	ʨ.i.a.⁴⁴	ʨ.i.a.⁴⁴	tɕ i/j a ⁴⁴
7640	Yangzhou	嘉	ʨ.i.ɑ.²¹	ʨ.i.ɑ.²¹	tɕ i/j ɑ ²¹
7641	Suzhou	嘉	ʨ.i.ɒ.⁴⁴	ʨ.i.ɒ.⁴⁴	tɕ i/j ɒ ⁴⁴
7642	Suzhou	嘉	k.ɒ.⁴⁴	k.ɒ.⁴⁴	k ɒ ⁴⁴
7643	Wenzhou	嘉	k.o.⁴⁴	k.o.⁴⁴	k o ⁴⁴
7644	Changsha	嘉	ʨ.i.a.³³	ʨ.i.a.³³	tɕ i/j a ³³
7645	Shuangfeng	嘉	ʨ.i.o.⁵⁵	ʨ.i.o.⁵⁵	tɕ i/j o ⁵⁵
7646	Nanchang	嘉	k.a.⁴²	k.a.⁴²	k a ⁴²
7647	Meixian	嘉	k.a.⁴⁴	k.a.⁴⁴	k a ⁴⁴
7648	Guangzhou	嘉	k.a.⁵³/⁵⁵	k.a.⁵³/⁵⁵	k a ⁵³/⁵⁵
7649	Xiamen	嘉	k.a.⁵⁵	k.a.⁵⁵	k a ⁵⁵
7650	Xiamen	嘉	k.e.⁵⁵	k.e.⁵⁵	k e ⁵⁵
7651	Chaozhou	嘉	k.i.a.³³	k.i.a.³³	k i/j a ³³
7652	Fuzhou	嘉	k.a.⁴⁴	k.a.⁴⁴	k a ⁴⁴
7653	Shanghai	嘉	k.a.⁵³	k.a.⁵³	k a ⁵³
7654	Zhongyuan_Yinyun	嘉	k.a.P	k.a.P	k a P/⁵⁵
7692	Beijing	嘔	.o.u.²¹⁴	.o.u.²¹⁴	ou ²¹⁴
7693	Jinan	嘔	ŋ.o.u.⁵⁵	ŋ.o.u.⁵⁵	ŋ ou ⁵⁵
7694	Xi_an	嘔	ŋ.o.u.⁵³	ŋ.o.u.⁵³	ŋ ou ⁵³
7695	Taiyuan	嘔	ŋ.o.u.⁵³	ŋ.o.u.⁵³	ŋ ou ⁵³
7696	Hankou	嘔	ŋ.o.u.⁴²	ŋ.o.u.⁴²	ŋ ou ⁴²
7697	Chengdu	嘔	ŋ.ə.u.⁵³	ŋ.ə.u.⁵³	ŋ əu ⁵³
7698	Yangzhou	嘔	.ɤ.ɯ.⁴²	.ɤ.ɯ.⁴²	ɤɯ ⁴²
7699	Suzhou	嘔	.ø.y.⁵²	.ø.y.⁵²	øy ⁵²
7700	Wenzhou	嘔	.a.u.⁴⁵	.a.u.⁴⁵	au ⁴⁵
7701	Changsha	嘔	ŋ.ɤ.u.⁴¹	ŋ.ɤ.u.⁴¹	ŋ ɤu ⁴¹
7702	Shuangfeng	嘔	ŋ.i.e.²¹	ŋ.i.e.²¹	ŋ i/j e ²¹
7703	Nanchang	嘔	ɲ.i.ə.u.²¹³	ɲ.i.ə.u.²¹³	ɲ i/j əu ²¹³
7704	Meixian	嘔	.ɛ.u.³¹	.ɛ.u.³¹	ɛu ³¹
7705	Guangzhou	嘔	.a.u.³⁵	.a.u.³⁵	au ³⁵
7706	Xiamen	嘔	.ɔ.⁵¹	.ɔ.⁵¹	ɔ ⁵¹
7707	Xiamen	嘔	.a.u.⁵¹	.a.u.⁵¹	au ⁵¹
7708	Chaozhou	嘔	.a.u.⁵³	.a.u.⁵³	au ⁵³
7709	Fuzhou	嘔	.e.u.³¹	.e.u.³¹	eu ³¹
7710	Fuzhou	嘔	.a.u.³¹	.a.u.³¹	au ³¹
7711	Shanghai	嘔	.ɤ.³⁵/⁵⁵	.ɤ.³⁵/⁵⁵	ɤ ³⁵/⁵⁵
7712	Zhongyuan_Yinyun	嘔	.o.u.S	.o.u.S	ou S/³⁵
7655	Beijing	嘗	tʂʰ.a.ŋ.³⁵	tʂʰ.a.ŋ.³⁵	ʈʂʰ a ŋ ³⁵
7656	Jinan	嘗	tʂʰ.a.ŋ.⁴²	tʂʰ.a.ŋ.⁴²	ʈʂʰ a ŋ ⁴²
7657	Xi_an	嘗	tʂʰ.a.ŋ.²⁴	tʂʰ.a.ŋ.²⁴	ʈʂʰ a ŋ ²⁴
7658	Taiyuan	嘗	ʦʰ.ɒː ¹¹	ʦʰ.ɒː ¹¹	tsʰ ɒː ¹¹
7659	Hankou	嘗	s.a.ŋ.²¹³	s.a.ŋ.²¹³	s a ŋ ²¹³
7660	Chengdu	嘗	s.a.ŋ.³¹	s.a.ŋ.³¹	s a ŋ ³¹
7661	Yangzhou	嘗	ʦʰ.ɑ.ŋ.³⁴	ʦʰ.ɑ.ŋ.³⁴	tsʰ ɑ ŋ ³⁴
7662	Suzhou	嘗	z.ɒ.ŋ.²⁴	z.ɒ.ŋ.²⁴	z ɒ ŋ ²⁴
7663	Wenzhou	嘗	ɦ.i.³¹	ɦ.i.³¹	ɦ i ³¹
7664	Changsha	嘗	ʂ.a.n.¹³	ʂ.a.n.¹³	ʂ a n ¹³
7665	Shuangfeng	嘗	ɣ.i.a.ŋ.²³	ɣ.i.a.ŋ.²³	ɣ i/j a ŋ ²³
7666	Nanchang	嘗	s.ɔ.ŋ.²¹	s.ɔ.ŋ.²¹	s ɔ ŋ ²¹
7667	Meixian	嘗	s.ɔ.ŋ.¹¹	s.ɔ.ŋ.¹¹	s ɔ ŋ ¹¹
7668	Guangzhou	嘗	ʃ.œ.ŋ.²¹	ʃ.œ.ŋ.²¹	ʃ œ ŋ ²¹
7669	Xiamen	嘗	s.i.ɔ.ŋ.²⁴	s.i.ɔ.ŋ.²⁴	s i/j ɔ ŋ ²⁴
7670	Xiamen	嘗	s.i.uː ²⁴	s.i.uː ²⁴	s iuː ²⁴
7671	Chaozhou	嘗	s.i.eː ⁵⁵	s.i.eː ⁵⁵	s ieː ⁵⁵
7672	Fuzhou	嘗	s.u.ɔ.ŋ.⁵²	s.u.ɔ.ŋ.⁵²	s u/w ɔ ŋ ⁵²
7673	Shanghai	嘗	z.ɒː ¹³	z.ɒː ¹³	z ɒː ¹³
7674	Zhongyuan_Yinyun	嘗	ʧ.i.a.ŋ.P²	ʧ.i.a.ŋ.P²	tʃ i/j a ŋ P²/⁵⁵
52413	Beijing	嘴	ʦ.u.e.i.²¹⁴	ʦ.u.e.i.²¹⁴	ts u/w ei ²¹⁴
52414	Jinan	嘴	ʦ.u.e.i.⁵⁵	ʦ.u.e.i.⁵⁵	ts u/w ei ⁵⁵
52415	Xi_an	嘴	ʦ.u.e.i.⁵³	ʦ.u.e.i.⁵³	ts u/w ei ⁵³
52416	Taiyuan	嘴	ʦ.u.e.i.⁵³	ʦ.u.e.i.⁵³	ts u/w ei ⁵³
52417	Hankou	嘴	ʦ.e.i.⁴²	ʦ.e.i.⁴²	ts ei ⁴²
52418	Chengdu	嘴	ʦ.u.e.i.⁵³	ʦ.u.e.i.⁵³	ts u/w ei ⁵³
52419	Yangzhou	嘴	ʦ.u.ə.i.⁴²	ʦ.u.ə.i.⁴²	ts u/w əi ⁴²
52420	Suzhou	嘴	ʦ.ɥ.⁵²	ʦ.ɥ.⁵²	ts ɥ ⁵²
52421	Wenzhou	嘴	ʦ.ɿ.⁴⁵	ʦ.ɿ.⁴⁵	ts ɿ ⁴⁵
52422	Changsha	嘴	ʦ.e.i.⁴¹	ʦ.e.i.⁴¹	ts ei ⁴¹
52423	Shuangfeng	嘴	ʨ.y.²¹	ʨ.y.²¹	tɕ y ²¹
52424	Nanchang	嘴	ʦ.u.i.²¹³	ʦ.u.i.²¹³	ts u/w i ²¹³
52425	Meixian	嘴	ʦ.u.i.³¹	ʦ.u.i.³¹	ts u/w i ³¹
52426	Guangzhou	嘴	ʧ.œ.y.³⁵	ʧ.œ.y.³⁵	tʃ œy ³⁵
52427	Xiamen	嘴	ʦ.u.i.⁵¹	ʦ.u.i.⁵¹	ts u/w i ⁵¹
52428	Chaozhou	嘴	ʦʰ.u.i.²¹³	ʦʰ.u.i.²¹³	tsʰ u/w i ²¹³
52429	Fuzhou	嘴	ʦʰ.u.e.i.²¹³	ʦʰ.u.e.i.²¹³	tsʰ u/w ei ²¹³
52430	Shanghai	嘴	ʦ.ɿ.³⁵/⁵⁵	ʦ.ɿ.³⁵/⁵⁵	ts ɿ ³⁵/⁵⁵
52431	Zhongyuan_Yinyun	嘴	ʦ.u.e.i.S	ʦ.u.e.i.S	ts u/w ei S/³⁵
7713	Beijing	噎	.i.e.⁵⁵	.i.e.⁵⁵	i/j e ⁵⁵
7714	Jinan	噎	.i.e.²¹³	.i.e.²¹³	i/j e ²¹³
7715	Xi_an	噎	.i.e.²¹	.i.e.²¹	i/j e ²¹
7716	Taiyuan	噎	.i.ə.ʔ.²	.i.ə.ʔ.²	i/j ə ʔ ²
7717	Hankou	噎	.i.e.²¹³	.i.e.²¹³	i/j e ²¹³
7718	Chengdu	噎	.i.e.³¹	.i.e.³¹	i/j e ³¹
7719	Yangzhou	噎	.i.ə.ʔ.⁴	.i.ə.ʔ.⁴	i/j ə ʔ ⁴
7720	Suzhou	噎	.i.ɤ.ʔ.⁴	.i.ɤ.ʔ.⁴	i/j ɤ ʔ ⁴
7721	Wenzhou	噎	.i.³²³	.i.³²³	i ³²³
7722	Changsha	噎	.i.²⁴	.i.²⁴	i ²⁴
7723	Shuangfeng	噎	.i.³⁵	.i.³⁵	i ³⁵
7724	Nanchang	噎	.i.ɛ.t.⁵	.i.ɛ.t.⁵	i/j ɛ t ⁵
7725	Meixian	噎	j.i.t.¹	j.i.t.¹	j i t ¹
7726	Guangzhou	噎	j.i.t.³	j.i.t.³	j i t ³
7727	Xiamen	噎	.i.a.t.⁵	.i.a.t.⁵	i/j a t ⁵
7728	Chaozhou	噎	.i.ʔ.²¹	.i.ʔ.²¹	i ʔ ²¹
7729	Fuzhou	噎	.i.e.ʔ.²³	.i.e.ʔ.²³	i/j e ʔ ²³
7730	Shanghai	噎	.i.³⁵/⁵⁵	.i.³⁵/⁵⁵	i ³⁵/⁵⁵
7731	Zhongyuan_Yinyun	噎	.i.e.R³	.i.e.R³	i/j e R³/²¹⁴
7675	Beijing	噓	ɕ.y.⁵⁵	ɕ.y.⁵⁵	ɕ y ⁵⁵
7676	Jinan	噓	ɕ.y.²¹³	ɕ.y.²¹³	ɕ y ²¹³
7677	Xi_an	噓	ɕ.y.²¹	ɕ.y.²¹	ɕ y ²¹
7678	Taiyuan	噓	ɕ.y.¹¹	ɕ.y.¹¹	ɕ y ¹¹
7679	Hankou	噓	ɕ.y.⁵⁵	ɕ.y.⁵⁵	ɕ y ⁵⁵
7680	Chengdu	噓	ɕ.y.⁴⁴	ɕ.y.⁴⁴	ɕ y ⁴⁴
7681	Yangzhou	噓	ɕ.y.²¹	ɕ.y.²¹	ɕ y ²¹
7682	Suzhou	噓	ɕ.y.⁴⁴	ɕ.y.⁴⁴	ɕ y ⁴⁴
7683	Wenzhou	噓	ɕ.y.⁴⁴	ɕ.y.⁴⁴	ɕ y ⁴⁴
7684	Changsha	噓	ɕ.y.³³	ɕ.y.³³	ɕ y ³³
7685	Shuangfeng	噓	ɕ.y.⁵⁵	ɕ.y.⁵⁵	ɕ y ⁵⁵
7686	Nanchang	噓	ɕ.y.⁴²	ɕ.y.⁴²	ɕ y ⁴²
7687	Meixian	噓	h.i.⁴⁴	h.i.⁴⁴	h i ⁴⁴
7688	Guangzhou	噓	h.œ.y.⁵³/⁵⁵	h.œ.y.⁵³/⁵⁵	h œy ⁵³/⁵⁵
7689	Xiamen	噓	h.u.⁵⁵	h.u.⁵⁵	h u ⁵⁵
7690	Chaozhou	噓	h.ɯ.³³	h.ɯ.³³	h ɯ ³³
7691	Fuzhou	噓	x.y.⁴⁴	x.y.⁴⁴	x y ⁴⁴
7732	Beijing	器	ʨʰ.i.⁵¹	ʨʰ.i.⁵¹	tɕʰ i ⁵¹
