CHARACTER	PINYIN	DOCULECT	VALUE	SEGMENTS	WENBAI_YIDU
中	zhōng	Zhongyuan_Yinyun	ʧ.i.u.ŋ.P	ʧ i u ŋ P	1
中	zhōng	Beijing	tʂ.u.ŋ.⁵¹	tʂ u ŋ ⁵¹	1
中	zhōng	Jinan	tʂ.u.ŋ.²¹	tʂ u ŋ ²¹	1
中	zhōng	Xi_an	pf.o.ŋ.⁵⁵	pf o ŋ ⁵⁵	1
中	zhōng	Taiyuan	ʦ.u.ŋ.⁴⁵	ʦ u ŋ ⁴⁵	1
中	zhōng	Hankou	ʦ.o.ŋ.³⁵	ʦ o ŋ ³⁵	1
中	zhōng	Chengdu	ʦ.o.ŋ.¹³	ʦ o ŋ ¹³	1
中	zhōng	Yangzhou	ʦ.ɔ.u.ŋ.⁵⁵	ʦ ɔ u ŋ ⁵⁵	1
中	zhōng	Suzhou	ʦ.o.ŋ.⁴¹²	ʦ o ŋ ⁴¹²	1
中	zhōng	Wenzhou	ʨ.y.o.ŋ.⁴²	ʨ y o ŋ ⁴²	1
中	zhōng	Changsha	tʂ.o.ŋ.⁵⁵	tʂ o ŋ ⁵⁵	1
中	zhōng	Shuangfeng	ʨ.i.n.³⁵	ʨ i n ³⁵	1
中	zhōng	Nanchang	ʦ.u.ŋ.⁴⁵	ʦ u ŋ ⁴⁵	1
中	zhōng	Meixian	ʦ.u.ŋ.⁵²	ʦ u ŋ ⁵²	1
中	zhōng	Guangzhou	ʦ.u.ŋ.³³	ʦ u ŋ ³³	1
中	zhōng	Xiamen	t.i.ɔ.ŋ.¹¹	t i ɔ ŋ ¹¹	1
中	zhōng	Chaozhou	t.o.ŋ.²¹³	t o ŋ ²¹³	1
中	zhōng	Fuzhou	t.ø.y.ŋ.²¹³	t ø y ŋ ²¹³	1
中	zhōng	Shanghai	ʦ.o.ŋ.³⁵/⁵⁵	ʦ o ŋ ³⁵/⁵⁵	1
中	zhōng	Zhongyuan_Yinyun	ʧ.i.u.ŋ.Q	ʧ i u ŋ Q	1
豐	fēng	Beijing	f.ə.ŋ.⁵⁵	f ə ŋ ⁵⁵	1
豐	fēng	Jinan	f.ə.ŋ.²¹³	f ə ŋ ²¹³	1
豐	fēng	Xi_an	f.ə.ŋ.²¹	f ə ŋ ²¹	1
豐	fēng	Taiyuan	f.ə.ŋ.¹¹	f ə ŋ ¹¹	1
豐	fēng	Hankou	f.o.ŋ.⁵⁵	f o ŋ ⁵⁵	1
豐	fēng	Chengdu	f.o.ŋ.⁴⁴	f o ŋ ⁴⁴	1
豐	fēng	Yangzhou	f.ɔ.u.ŋ.²¹	f ɔ u ŋ ²¹	1
豐	fēng	Suzhou	f.o.ŋ.⁴⁴	f o ŋ ⁴⁴	1
豐	fēng	Wenzhou	x.o.ŋ.⁴⁴	x o ŋ ⁴⁴	1
豐	fēng	Changsha	x.o.ŋ.³³	x o ŋ ³³	1
豐	fēng	Shuangfeng	x.a.ŋ.⁵⁵	x a ŋ ⁵⁵	1
豐	fēng	Shuangfeng	x.ə.n.⁵⁵	x ə n ⁵⁵	1
豐	fēng	Nanchang	ɸ.u.ŋ.⁴²	ɸ u ŋ ⁴²	1
豐	fēng	Meixian	f.u.ŋ.⁴⁴	f u ŋ ⁴⁴	1
豐	fēng	Guangzhou	f.u.ŋ.⁵³/⁵⁵	f u ŋ ⁵³/⁵⁵	1
豐	fēng	Xiamen	h.ɔ.ŋ.⁵⁵	h ɔ ŋ ⁵⁵	1
豐	fēng	Chaozhou	h.o.ŋ.³³	h o ŋ ³³	1
豐	fēng	Fuzhou	x.u.ŋ.⁴⁴	x u ŋ ⁴⁴	1
豐	fēng	Shanghai	f.o.ŋ.⁵³	f o ŋ ⁵³	1
豐	fēng	Zhongyuan_Yinyun	f.u.ŋ.P	f u ŋ P	1
串	chuàn	Beijing	tʂʰu.a.n.⁵¹	tʂʰu a n ⁵¹	1
串	chuàn	Jinan	tʂʰu.aː ²¹	tʂʰu aː ²¹	1
串	chuàn	Xi_an	pfʰ.aː ²¹	pfʰ aː ²¹	1
串	chuàn	Taiyuan	ʦʰ.u.æː ⁴⁵	ʦʰ u æː ⁴⁵	1
串	chuàn	Hankou	ʦʰ.u.a.n.³⁵	ʦʰ u a n ³⁵	1
串	chuàn	Chengdu	ʦʰ.u.a.n.¹³	ʦʰ u a n ¹³	1
串	chuàn	Yangzhou	ʦʰ.u.oː ⁵⁵	ʦʰ u oː ⁵⁵	1
串	chuàn	Suzhou	ʦʰ.ø.⁴¹²	ʦʰ ø ⁴¹²	1
串	chuàn	Wenzhou	ʨʰ.y.o.ŋ.⁴²	ʨʰ y o ŋ ⁴²	1
串	chuàn	Changsha	ʨʰ.y.eː ⁵⁵	ʨʰ y eː ⁵⁵	1
串	chuàn	Shuangfeng	tʰ.u.iː ³⁵	tʰ u iː ³⁵	1
串	chuàn	Nanchang	ʦʰ.ɔ.n.⁴²	ʦʰ ɔ n ⁴²	1
串	chuàn	Meixian	ʦʰ.ɔ.n.⁵²	ʦʰ ɔ n ⁵²	1
串	chuàn	Guangzhou	ʧʰ.y.n.³³	ʧʰ y n ³³	1
串	chuàn	Xiamen	ʦʰ.u.a.n.¹¹	ʦʰ u a n ¹¹	1
串	chuàn	Chaozhou	ʦʰ.u.e.ŋ.²¹³	ʦʰ u e ŋ ²¹³	1
串	chuàn	Fuzhou	ʦʰ.u.ɔ.ŋ.²¹³	ʦʰ u ɔ ŋ ²¹³	1
串	chuàn	Shanghai	ʦʰ.ø.⁵³	ʦʰ ø ⁵³	1
串	chuàn	Zhongyuan_Yinyun	ʧʰ.y.e.n.Q	ʧʰ y e n Q	1
丸	wán	Beijing	.u.a.n.³⁵	u a n ³⁵	1
丸	wán	Jinan	.u.aː ⁴²	u aː ⁴²	1
丸	wán	Xi_an	.u.aː ²⁴	u aː ²⁴	1
丸	wán	Taiyuan	v.æː ¹¹	v æː ¹¹	1
丸	wán	Hankou	.u.a.n.²¹³	u a n ²¹³	1
丸	wán	Chengdu	.y.a.n.³¹	y a n ³¹	1
丸	wán	Yangzhou	.u.oː ³⁴	u oː ³⁴	1
丸	wán	Suzhou	ɦ.u.ø.²⁴	ɦ u ø ²⁴	1
丸	wán	Wenzhou	ɦ.y.³¹	ɦ y ³¹	1
丸	wán	Changsha	.y.eː ¹³	y eː ¹³	1
丸	wán	Shuangfeng	ɣ.u.aː ²³	ɣ u aː ²³	1
丸	wán	Nanchang	.y.ɔ.n.⁴⁵	y ɔ n ⁴⁵	1
丸	wán	Meixian	j.a.n.¹¹	j a n ¹¹	1
丸	wán	Guangzhou	j.y.n.²¹	j y n ²¹	1
丸	wán	Xiamen	.u.a.n.²⁴	u a n ²⁴	1
丸	wán	Chaozhou	.iː ⁵⁵	iː ⁵⁵	1
丸	wán	Fuzhou	.u.ɔ.ŋ.⁵²	u ɔ ŋ ⁵²	1
丸	wán	Shanghai	.u.ø.³⁵/⁵⁵	u ø ³⁵/⁵⁵	1
丸	wán	Zhongyuan_Yinyun	.o.n.P²	o n P²	1
丹	dān	Beijing	t.a.n.⁵⁵	t a n ⁵⁵	1
丹	dān	Jinan	t.aː ²¹³	t aː ²¹³	1
丹	dān	Xi_an	t.aː ²¹	t aː ²¹	1
丹	dān	Taiyuan	t.æː ¹¹	t æː ¹¹	1
丹	dān	Hankou	t.a.n.⁵⁵	t a n ⁵⁵	1
丹	dān	Chengdu	t.a.n.⁴⁴	t a n ⁴⁴	1
丹	dān	Yangzhou	t.ɛː ²¹	t ɛː ²¹	1
丹	dān	Suzhou	t.E.⁴⁴	t E ⁴⁴	1
丹	dān	Wenzhou	t.a.⁴⁴	t a ⁴⁴	1
丹	dān	Changsha	t.a.n.³³	t a n ³³	1
丹	dān	Shuangfeng	t.aː ⁵⁵	t aː ⁵⁵	1
丹	dān	Nanchang	t.a.n.⁴²	t a n ⁴²	1
丹	dān	Meixian	t.a.n.⁴⁴	t a n ⁴⁴	1
丹	dān	Guangzhou	t.a:.n.⁵³/⁵⁵	t a: n ⁵³/⁵⁵	1
丹	dān	Xiamen	t.a.n.⁵⁵	t a n ⁵⁵	1
丹	dān	Chaozhou	t.a.ŋ.³³	t a ŋ ³³	1
丹	dān	Fuzhou	t.a.ŋ.⁴⁴	t a ŋ ⁴⁴	1
丹	dān	Shanghai	t.E.⁵³	t E ⁵³	1
丹	dān	Zhongyuan_Yinyun	t.a.n.P	t a n P	1
主	zhǔ	Beijing	tʂ.u.²¹⁴	tʂ u ²¹⁴	1
主	zhǔ	Jinan	tʂ.u.⁵⁵	tʂ u ⁵⁵	1
主	zhǔ	Xi_an	pf.u.⁵³	pf u ⁵³	1
主	zhǔ	Taiyuan	ʦ.u.⁵³	ʦ u ⁵³	1
主	zhǔ	Hankou	ʨ.u.⁴²	ʨ u ⁴²	1
主	zhǔ	Chengdu	ʦ.u.⁵³	ʦ u ⁵³	1
主	zhǔ	Yangzhou	ʦ.u.⁴²	ʦ u ⁴²	1
主	zhǔ	Suzhou	ʦ.ɥ.⁵²	ʦ ɥ ⁵²	1
主	zhǔ	Wenzhou	ʦ.ɿ.⁴⁵	ʦ ɿ ⁴⁵	1
主	zhǔ	Changsha	ʨ.y.⁴¹	ʨ y ⁴¹	1
主	zhǔ	Shuangfeng	t.y.²¹	t y ²¹	1
主	zhǔ	Nanchang	ʨ.y.²¹³	ʨ y ²¹³	1
主	zhǔ	Meixian	ʦ.u.³¹	ʦ u ³¹	1
主	zhǔ	Guangzhou	ʧ.y.³⁵	ʧ y ³⁵	1
主	zhǔ	Xiamen	ʦ.u.⁵¹	ʦ u ⁵¹	1
主	zhǔ	Chaozhou	ʦ.u.⁵³	ʦ u ⁵³	1
主	zhǔ	Fuzhou	ʦ.y.³¹	ʦ y ³¹	1
主	zhǔ	Shanghai	ʦ.ɥ.³⁵/⁵⁵	ʦ ɥ ³⁵/⁵⁵	1
義	yì	Beijing	.i.⁵¹	i ⁵¹	1
義	yì	Jinan	.i.²¹	i ²¹	1
義	yì	Xi_an	.i.⁵⁵	i ⁵⁵	1
義	yì	Taiyuan	.i.⁴⁵	i ⁴⁵	1
義	yì	Hankou	.i.³⁵	i ³⁵	1
義	yì	Chengdu	ɲ.i.¹³	ɲ i ¹³	1
義	yì	Yangzhou	.i.⁵⁵	i ⁵⁵	1
義	yì	Suzhou	ɲ.i.³¹	ɲ i ³¹	1
義	yì	Wenzhou	ɲ.i.²²	ɲ i ²²	1
義	yì	Changsha	ɲ.i.⁵⁵	ɲ i ⁵⁵	1
義	yì	Shuangfeng	ɲ.i.³³	ɲ i ³³	1
義	yì	Nanchang	ɲ.i.²¹	ɲ i ²¹	1
義	yì	Meixian	ɲ.i.⁵²	ɲ i ⁵²	1
義	yì	Guangzhou	j.i.²²	j i ²²	1
義	yì	Chaozhou	ŋ.i.³⁵	ŋ i ³⁵	1
義	yì	Fuzhou	ŋ.i.e.²⁴²	ŋ i e ²⁴²	1
義	yì	Shanghai	ɲ.i.¹³	ɲ i ¹³	1
義	yì	Zhongyuan_Yinyun	.i.Q	i Q	1
乃	nǎi	Beijing	n.a.i.²¹⁴	n a i ²¹⁴	1
乃	nǎi	Jinan	n.ɛ.²¹	n ɛ ²¹	1
乃	nǎi	Xi_an	n.ɛ.⁵³	n ɛ ⁵³	1
乃	nǎi	Taiyuan	n.a.i.⁵³	n a i ⁵³	1
乃	nǎi	Hankou	n.a.i.⁴²	n a i ⁴²	1
乃	nǎi	Chengdu	n.a.i.⁵³	n a i ⁵³	1
乃	nǎi	Yangzhou	n.ɛ.⁴²	n ɛ ⁴²	1
乃	nǎi	Suzhou	n.E.⁴⁴	n E ⁴⁴	1
乃	nǎi	Wenzhou	n.a.³⁴	n a ³⁴	1
乃	nǎi	Wenzhou	n.a.⁴⁴	n a ⁴⁴	1
乃	nǎi	Changsha	n.a.i.⁴¹	n a i ⁴¹	1
乃	nǎi	Shuangfeng	n.a.²¹	n a ²¹	1
乃	nǎi	Nanchang	l.a.i.²¹³	l a i ²¹³	1
乃	nǎi	Meixian	n.a.i.⁴⁴	n a i ⁴⁴	1
乃	nǎi	Guangzhou	n.a.i.²³	n a i ²³	1
乃	nǎi	Xiamen	n.a.iː ⁵¹	n a iː ⁵¹	1
乃	nǎi	Chaozhou	n.a.i.³⁵	n a i ³⁵	1
乃	nǎi	Fuzhou	n.a.i.³¹	n a i ³¹	1
乃	nǎi	Shanghai	n.E.¹³	n E ¹³	1
乃	nǎi	Zhongyuan_Yinyun	n.a.i.S	n a i S	1
久	jiǔ	Beijing	ʨ.i.o.u.²¹⁴	ʨ i o u ²¹⁴	1
久	jiǔ	Jinan	ʨ.i.o.u.⁵⁵	ʨ i o u ⁵⁵	1
久	jiǔ	Xi_an	ʨ.i.o.u.⁵³	ʨ i o u ⁵³	1
久	jiǔ	Taiyuan	ʨ.i.o.u.⁵³	ʨ i o u ⁵³	1
久	jiǔ	Hankou	ʨ.i.o.u.⁴²	ʨ i o u ⁴²	1
久	jiǔ	Chengdu	ʨ.i.ə.u.⁵³	ʨ i ə u ⁵³	1
久	jiǔ	Yangzhou	ʨ.i.ɤ.ɯ.⁴²	ʨ i ɤ ɯ ⁴²	1
久	jiǔ	Suzhou	ʨ.i.ø.y.⁵²	ʨ i ø y ⁵²	1
久	jiǔ	Wenzhou	ʨ.i.a.u.⁴⁵	ʨ i a u ⁴⁵	1
久	jiǔ	Changsha	t.i.ɤ.u.⁴¹	t i ɤ u ⁴¹	1
久	jiǔ	Shuangfeng	ʨ.i.ʊ.²¹	ʨ i ʊ ²¹	1
久	jiǔ	Nanchang	ʨ.i.u.²¹³	ʨ i u ²¹³	1
久	jiǔ	Meixian	k.i.u.³¹	k i u ³¹	1
久	jiǔ	Guangzhou	k.a.u.³⁵	k a u ³⁵	1
久	jiǔ	Xiamen	k.i.u.⁵¹	k i u ⁵¹	1
久	jiǔ	Chaozhou	k.u.⁵³	k u ⁵³	1
久	jiǔ	Fuzhou	k.i.e.u.³¹	k i e u ³¹	1
久	jiǔ	Shanghai	ʨ.i.ɯ.³⁵/⁵⁵	ʨ i ɯ ³⁵/⁵⁵	1
久	jiǔ	Zhongyuan_Yinyun	k.i.o.u.S	k i o u S	1
之	zhī	Beijing	tʂ.ʅ.⁵⁵	tʂ ʅ ⁵⁵	1
之	zhī	Jinan	tʂ.ʅ.²¹³	tʂ ʅ ²¹³	1
之	zhī	Xi_an	ʦ.ɿ.²¹	ʦ ɿ ²¹	1
之	zhī	Taiyuan	ʦ.ɿ.¹¹	ʦ ɿ ¹¹	1
之	zhī	Hankou	ʦ.ɿ.⁵⁵	ʦ ɿ ⁵⁵	1
之	zhī	Chengdu	ʦ.ɿ.⁴⁴	ʦ ɿ ⁴⁴	1
之	zhī	Yangzhou	ʦ.ɿ.²¹	ʦ ɿ ²¹	1
之	zhī	Suzhou	ʦ.ɥ.⁴⁴	ʦ ɥ ⁴⁴	1
之	zhī	Wenzhou	ʦ.ɿ.⁴⁴	ʦ ɿ ⁴⁴	1
之	zhī	Changsha	tʂ.ʅ.³³	tʂ ʅ ³³	1
之	zhī	Shuangfeng	tʂ.ʅ.⁵⁵	tʂ ʅ ⁵⁵	1
之	zhī	Nanchang	ʦ.ɿ.⁴²	ʦ ɿ ⁴²	1
之	zhī	Meixian	ʦ.ɿ.⁴⁴	ʦ ɿ ⁴⁴	1
之	zhī	Guangzhou	ʧ.i.⁵³/⁵⁵	ʧ i ⁵³/⁵⁵	1
之	zhī	Xiamen	ʦ.i.²⁴	ʦ i ²⁴	1
之	zhī	Chaozhou	ʦ.ɿ.³³	ʦ ɿ ³³	1
之	zhī	Fuzhou	ʦ.i.⁴⁴	ʦ i ⁴⁴	1
之	zhī	Shanghai	ʦ.ɿ.⁵³	ʦ ɿ ⁵³	1
之	zhī	Zhongyuan_Yinyun	ʧ.ɿ.P	ʧ ɿ P	1
乍	zhà	Beijing	tʂ.a.⁵¹	tʂ a ⁵¹	1
乍	zhà	Jinan	tʂ.a.²¹	tʂ a ²¹	1
乍	zhà	Xi_an	ʦ.a.⁵⁵	ʦ a ⁵⁵	1
乍	zhà	Taiyuan	ʦ.a.⁴⁵	ʦ a ⁴⁵	1
乍	zhà	Hankou	ʦ.a.³⁵	ʦ a ³⁵	1
乍	zhà	Chengdu	ʦ.a.¹³	ʦ a ¹³	1
乍	zhà	Yangzhou	ʦ.ɑ.⁵⁵	ʦ ɑ ⁵⁵	1
乍	zhà	Suzhou	z.o.³¹	z o ³¹	1
乍	zhà	Wenzhou	ʣ.o.²²	ʣ o ²²	1
乍	zhà	Changsha	ʦ.a.⁵⁵	ʦ a ⁵⁵	1
乍	zhà	Shuangfeng	ʣ.o.³³	ʣ o ³³	1
乍	zhà	Meixian	ʦ.a.⁵²	ʦ a ⁵²	1
乍	zhà	Guangzhou	ʧ.a.²²	ʧ a ²²	1
乍	zhà	Xiamen	ʦ.a.³³	ʦ a ³³	1
乍	zhà	Chaozhou	ʦ.a.²¹³	ʦ a ²¹³	1
乍	zhà	Fuzhou	ʦ.a.²¹³	ʦ a ²¹³	1
乍	zhà	Shanghai	ʦ.o.³⁵/⁵⁵	ʦ o ³⁵/⁵⁵	1
乍	zhà	Zhongyuan_Yinyun	ʧ.a.Q	ʧ a Q	1
乏	fá	Beijing	f.a.³⁵	f a ³⁵	1
乏	fá	Jinan	f.a.⁴²	f a ⁴²	1
乏	fá	Xi_an	f.a.²⁴	f a ²⁴	1
乏	fá	Taiyuan	f.a.ʔ.⁵⁴	f a ʔ ⁵⁴	1
乏	fá	Hankou	f.a.²¹³	f a ²¹³	1
乏	fá	Chengdu	f.a.³¹	f a ³¹	1
乏	fá	Yangzhou	f.a.ʔ.⁴	f a ʔ ⁴	1
乏	fá	Suzhou	v.a.ʔ.²³	v a ʔ ²³	1
乏	fá	Wenzhou	ɦ.o.²¹²	ɦ o ²¹²	1
乏	fá	Changsha	f.a.²⁴	f a ²⁴	1
乏	fá	Shuangfeng	x.u.a.³⁵	x u a ³⁵	1
乏	fá	Nanchang	ɸ.u.a.t.⁵	ɸ u a t ⁵	1
乏	fá	Meixian	f.a.t.⁵	f a t ⁵	1
乏	fá	Guangzhou	f.a.t.²²/²	f a t ²²/²	1
乏	fá	Xiamen	h.u.a.t.⁵	h u a t ⁵	1
乏	fá	Chaozhou	h.u.e.k.⁴	h u e k ⁴	1
乏	fá	Fuzhou	x.u.a.ʔ.⁴	x u a ʔ ⁴	1
乏	fá	Shanghai	v.a.ʔ.¹³	v a ʔ ¹³	1
乖	guāi	Beijing	k.u.a.i.⁵⁵	k u a i ⁵⁵	1
乖	guāi	Jinan	k.u.ɛ.²¹³	k u ɛ ²¹³	1
乖	guāi	Xi_an	k.u.ɛ.²¹	k u ɛ ²¹	1
乖	guāi	Taiyuan	k.u.a.i.¹¹	k u a i ¹¹	1
乖	guāi	Hankou	k.u.a.i.⁵⁵	k u a i ⁵⁵	1
乖	guāi	Chengdu	k.u.a.i.⁴⁴	k u a i ⁴⁴	1
乖	guāi	Yangzhou	k.u.ɛ.²¹	k u ɛ ²¹	1
乖	guāi	Suzhou	k.u.E.⁴⁴	k u E ⁴⁴	1
乖	guāi	Suzhou	k.u.ɒ.⁴⁴	k u ɒ ⁴⁴	1
乖	guāi	Wenzhou	k.a.⁴⁴	k a ⁴⁴	1
乖	guāi	Changsha	k.u.a.i.³³	k u a i ³³	1
乖	guāi	Shuangfeng	k.u.a.⁵⁵	k u a ⁵⁵	1
乖	guāi	Nanchang	k.u.a.i.⁴²	k u a i ⁴²	1
乖	guāi	Meixian	k.u.a.i.⁴⁴	k u a i ⁴⁴	1
乖	guāi	Guangzhou	k.u.a:.i.⁵³/⁵⁵	k u a: i ⁵³/⁵⁵	1
乖	guāi	Xiamen	k.u.a.i.⁵⁵	k u a i ⁵⁵	1
乖	guāi	Chaozhou	k.u.a.i.³³	k u a i ³³	1
乖	guāi	Fuzhou	k.u.a.i.⁴⁴	k u a i ⁴⁴	1
乖	guāi	Shanghai	k.u.E.⁵³	k u E ⁵³	1
乖	guāi	Shanghai	k.u.a.⁵³	k u a ⁵³	1
乖	guāi	Zhongyuan_Yinyun	k.u.a.i.P	k u a i P	1
乘	chéng	Beijing	tʂʰ.ə.ŋ.³⁵	tʂʰ ə ŋ ³⁵	1
乘	chéng	Jinan	tʂʰ.ə.ŋ.⁴²	tʂʰ ə ŋ ⁴²	1
乘	chéng	Xi_an	tʂʰ.ə.ŋ.²⁴	tʂʰ ə ŋ ²⁴	1
乘	chéng	Taiyuan	ʦʰ.ə.ŋ.¹¹	ʦʰ ə ŋ ¹¹	1
乘	chéng	Hankou	ʦʰ.ə.n.²¹³	ʦʰ ə n ²¹³	1
乘	chéng	Chengdu	s.ə.n.³¹	s ə n ³¹	1
乘	chéng	Yangzhou	ʦʰ.ə.n.³⁴	ʦʰ ə n ³⁴	1
乘	chéng	Suzhou	z.ə.n.²⁴	z ə n ²⁴	1
乘	chéng	Wenzhou	z.e.ŋ.³¹	z e ŋ ³¹	1
乘	chéng	Changsha	ʂ.ə.n.¹³	ʂ ə n ¹³	1
乘	chéng	Shuangfeng	ɣ.i.n.²³	ɣ i n ²³	1
乘	chéng	Nanchang	ʦʰ.ə.n.²⁴	ʦʰ ə n ²⁴	1
乘	chéng	Meixian	s.ə.n.⁵²	s ə n ⁵²	1
乘	chéng	Guangzhou	ʃ.ɪ.ŋ.²¹	ʃ ɪ ŋ ²¹	1
乘	chéng	Xiamen	s.ɪ.ŋ.²⁴	s ɪ ŋ ²⁴	1
乘	chéng	Xiamen	s.ɪ.ŋ.³³	s ɪ ŋ ³³	1
乘	chéng	Chaozhou	s.e.ŋ.⁵⁵	s e ŋ ⁵⁵	1
乘	chéng	Fuzhou	s.i.ŋ.⁵²	s i ŋ ⁵²	1
乘	chéng	Shanghai	z.ə.ŋ.¹³	z ə ŋ ¹³	1
乘	chéng	Zhongyuan_Yinyun	ʧʰ.i.ə.ŋ.P²	ʧʰ i ə ŋ P²	1
乙	yǐ	Beijing	.i.²¹⁴	i ²¹⁴	1
乙	yǐ	Jinan	.i.²¹³	i ²¹³	1
乙	yǐ	Xi_an	.i.²¹	i ²¹	1
乙	yǐ	Taiyuan	.i.ə.ʔ.²	i ə ʔ ²	1
乙	yǐ	Hankou	.i.²¹³	i ²¹³	1
乙	yǐ	Chengdu	.i.³¹	i ³¹	1
乙	yǐ	Yangzhou	.i.ə.ʔ.⁴	i ə ʔ ⁴	1
乙	yǐ	Suzhou	.i.ɤ.ʔ.⁴	i ɤ ʔ ⁴	1
乙	yǐ	Wenzhou	.i.a.i.³²³	i a i ³²³	1
乙	yǐ	Changsha	.i.e.²⁴	i e ²⁴	1
乙	yǐ	Shuangfeng	.i.ɛ.²³	i ɛ ²³	1
乙	yǐ	Nanchang	.i.t.⁵	i t ⁵	1
乙	yǐ	Meixian	j.a.t.¹	j a t ¹	1
乙	yǐ	Guangzhou	j.y.t.⁵	j y t ⁵	1
乙	yǐ	Xiamen	.i.t.³²	i t ³²	1
乙	yǐ	Chaozhou	.i.k.²¹	i k ²¹	1
乙	yǐ	Fuzhou	.e.i.ʔ.²³	e i ʔ ²³	1
乙	yǐ	Shanghai	.i.ɪ.ʔ.⁵	i ɪ ʔ ⁵	1
乙	yǐ	Zhongyuan_Yinyun	.i.R³	i R³	1
九	jiǔ	Beijing	ʨ.i.o.u.²¹⁴	ʨ i o u ²¹⁴	1
九	jiǔ	Jinan	ʨ.i.o.u.⁵⁵	ʨ i o u ⁵⁵	1
九	jiǔ	Xi_an	ʨ.i.o.u.⁵³	ʨ i o u ⁵³	1
九	jiǔ	Taiyuan	ʨ.i.o.u.⁵³	ʨ i o u ⁵³	1
九	jiǔ	Hankou	ʨ.i.o.u.⁴²	ʨ i o u ⁴²	1
九	jiǔ	Chengdu	ʨ.i.ə.u.⁵³	ʨ i ə u ⁵³	1
九	jiǔ	Yangzhou	ʨ.i.ɤ.ɯ.⁴²	ʨ i ɤ ɯ ⁴²	1
九	jiǔ	Suzhou	ʨ.i.ø.y.⁵²	ʨ i ø y ⁵²	1
九	jiǔ	Wenzhou	ʨ.i.a.u.⁴⁵	ʨ i a u ⁴⁵	1
九	jiǔ	Changsha	t.ɤ.u.⁴¹	t ɤ u ⁴¹	1
九	jiǔ	Shuangfeng	ʨ.i.ʊ.²¹	ʨ i ʊ ²¹	1
九	jiǔ	Nanchang	ʨ.i.u.²¹³	ʨ i u ²¹³	1
九	jiǔ	Meixian	k.i.u.³¹	k i u ³¹	1
九	jiǔ	Guangzhou	k.a.u.³⁵	k a u ³⁵	1
九	jiǔ	Xiamen	k.i.u.⁵¹	k i u ⁵¹	1
九	jiǔ	Xiamen	k.a.u.⁵¹	k a u ⁵¹	1
九	jiǔ	Chaozhou	k.a.u.⁵³	k a u ⁵³	1
九	jiǔ	Fuzhou	k.i.e.u.³¹	k i e u ³¹	1
九	jiǔ	Fuzhou	k.a.u.³¹	k a u ³¹	1
九	jiǔ	Shanghai	ʨ.i.ɯ.³⁵/⁵⁵	ʨ i ɯ ³⁵/⁵⁵	1
九	jiǔ	Zhongyuan_Yinyun	k.i.o.u.S	k i o u S	1
也	yě	Beijing	.i.e.²¹⁴	i e ²¹⁴	1
也	yě	Jinan	.i.e.⁵⁵	i e ⁵⁵	1
也	yě	Xi_an	.i.e.⁵³	i e ⁵³	1
也	yě	Taiyuan	.i.ɛ.⁵³	i ɛ ⁵³	1
也	yě	Hankou	.i.e.⁴²	i e ⁴²	1
也	yě	Chengdu	.i.e.⁵³	i e ⁵³	1
也	yě	Yangzhou	.ɪ.⁴²	ɪ ⁴²	1
也	yě	Suzhou	.i.ɒ.⁵²	i ɒ ⁵²	1
也	yě	Suzhou	ɦ.ɒ.⁵²	ɦ ɒ ⁵²	1
也	yě	Wenzhou	.i.ɛ.⁴⁵	i ɛ ⁴⁵	1
也	yě	Changsha	.i.e.⁴¹	i e ⁴¹	1
也	yě	Changsha	.a.⁴¹	a ⁴¹	1
也	yě	Shuangfeng	.i.o.²¹	i o ²¹	1
也	yě	Nanchang	.i.a.²¹³	i a ²¹³	1
也	yě	Meixian	j.a.⁴⁴	j a ⁴⁴	1
也	yě	Guangzhou	j.a.²³	j a ²³	1
也	yě	Xiamen	.a.⁵¹	a ⁵¹	1
也	yě	Xiamen	.a.¹¹	a ¹¹	1
也	yě	Chaozhou	.i.a.¹¹	i a ¹¹	1
也	yě	Fuzhou	.i.a.³¹	i a ³¹	1
也	yě	Shanghai	.i.E.¹³	i E ¹³	1
也	yě	Zhongyuan_Yinyun	.i.e.S	i e S	1
乳	rǔ	Beijing	ʐ.u.²¹⁴	ʐ u ²¹⁴	1
乳	rǔ	Jinan	l.u.⁵⁵	l u ⁵⁵	1
乳	rǔ	Xi_an	v.u.⁵³	v u ⁵³	1
乳	rǔ	Taiyuan	z.u.⁵³	z u ⁵³	1
乳	rǔ	Hankou	.y.⁴²	y ⁴²	1
乳	rǔ	Chengdu	z.u.⁵³	z u ⁵³	1
乳	rǔ	Yangzhou	l.u.⁴²	l u ⁴²	1
乳	rǔ	Suzhou	z.ɥ.³¹	z ɥ ³¹	1
乳	rǔ	Wenzhou	z.ɿ.³⁴	z ɿ ³⁴	1
乳	rǔ	Changsha	.y.⁴¹	y ⁴¹	1
乳	rǔ	Shuangfeng	.y.²¹	y ²¹	1
乳	rǔ	Nanchang	.ʚ.²¹³	ʚ ²¹³	1
乳	rǔ	Meixian	j.i.⁵²	j i ⁵²	1
乳	rǔ	Guangzhou	j.y.²³	j y ²³	1
乳	rǔ	Xiamen	ʣ.u.⁵¹	ʣ u ⁵¹	1
乳	rǔ	Chaozhou	z.u.⁵³	z u ⁵³	1
乳	rǔ	Fuzhou	.y.³¹	y ³¹	1
乳	rǔ	Shanghai	z.ɥ.¹³	z ɥ ¹³	1
